id,SMILES_input,fingerprints_input_ECFP4,SMILES_out,SMILES_output_ECFP4
1028,C C C ( C ) / C = C / C C C C C O,1 80 144 222 253 268 283 294 401 473 541 674 694 717 733 775 807 925 956 957 972 1057 1130 1143 1356 1440 1544 1559 1624 1663 1680 1716 1824 1905 1911 1980 1991,CCC(C)/C=C/C(C)/C=C/CCCCCCCCCCCCCCCCCCCCCCCCCCCCC/C=C=C=C=C=CC(C)CCCCCO,CCC(C)/C=C/C(C)/C=C/CCCCCCCCCCCCCCCCCCCCCCCCCCCCC/C=C=C=C=C=CC(C)CCCCCO
1029,C C 1 C [C@@H] 2 [C@@H] ( [C@@H] 3 C 1 ( S 2 ) C ( N ( C 3 = O ) C C C C C C O ) C ( = O ) N ( C C = C ) C C 4 = C C = C C = C 4 ) C ( = O ) O C C = C,5 14 74 75 80 147 222 238 314 335 385 389 473 506 507 534 536 541 556 587 650 666 673 675 694 695 731 807 881 890 893 926 931 935 940 976 978 1007 1019 1046 1057 1060 1066 1088 1130 1143 1145 1147 1158 1177 1181 1199 1292 1305 1309 1329 1348 1358 1366 1367 1380 1398 1471 1479 1489 1526 1543 1558 1635 1645 1650 1697 1747 1750 1754 1775 1873 1911 1917 1946 1955 1967 1978 2019 2026 2043,CC1C[C@@H]2[C@@H]([C@@H]3C1(S2)C(N(C3=O)CCCCCO)C(=O)N(CC=C)CC4=CC=CC=C4)C(=O)OCC=C,CC1C[C@@H]2[C@@H]([C@@H]3C1(S2)C(N(C3=O)CCCCCO)C(=O)N(CC=C)CC4=CC=CC=C4)C(=O)OCC=C
1030,C 1 ( = C ( C ( = O ) C ( = C ( C 1 = O ) N [C@H] ( C ( = O ) O C ) C ) Br ) N [C@H] ( C ( = O ) O C ) C ) Br,1 54 71 77 81 140 147 283 314 320 493 650 680 690 695 728 744 807 841 867 983 989 1010 1036 1057 1152 1176 1246 1340 1380 1474 1476 1594 1605 1631 1669 1741 1846 1904 1917,CC(C(=O)OC)NC1=C(C(=O)C(=C(C1=O)C2=C(C(=O)C(=C(C2=O)Br)NC(C)C(=O)OC)Br)Br)Br,CC(C(=O)OC)NC1=C(C(=O)C(=C(C1=O)C2=C(C(=O)C(=C(C2=O)Br)NC(C)C(=O)OC)Br)Br)Br
1031,C 1 C C C 2 C O C 3 = C C = C C = C 3 C 2 C C 1,2 24 33 66 153 276 317 332 371 420 441 454 455 583 585 656 721 890 926 1019 1027 1028 1079 1088 1199 1235 1325 1380 1447 1450 1481 1551 1558 1566 1688 1746 1750 1873 1905 1923,C1CCC(CC1)C2CCCCC2C3=CC=CC=C3C4CCCCC4C5=CC=CC=C5OCC6COC7=CC=CC=C67,C1CCC(CC1)C2CCCCC2C3=CC=CC=C3C4CCCCC4C5=CC=CC=C5OCC6COC7=CC=CC=C67
1032,C N C ( = O ) C C C C 1 C C N ( C C 1 ) C ( = O ) [C@H] ( C c 1 c c c c ( c 1 ) C ( = N ) N ) N S ( = O ) ( = O ) c 1 c c c c ( N C ( = O ) C 2 C N C 2 ) c 1,1 29 41 73 79 80 82 108 114 140 184 191 197 198 263 276 277 279 296 319 338 345 350 419 470 502 575 576 584 623 650 652 689 703 705 712 736 738 785 800 807 832 843 875 880 926 935 974 985 1019 1039 1057 1066 1088 1090 1104 1114 1115 1152 1171 1241 1270 1308 1325 1380 1385 1424 1430 1476 1480 1564 1661 1664 1665 1718 1750 1754 1760 1765 1816 1873 1911 1917 1941 1953 1985 1990 2006 2009 2013,CNC(=O)CCCC1CCN(CC1)C(=O)[C@H](CC2=CC(=CC=C2)C(=N)N)NS(=O)(=O)C3=CC=CC(=C3)NC(=O)C4CNC4,CNC(=O)CCCC1CCN(CC1)C(=O)[C@H](CC2=CC(=CC=C2)C(=N)N)NS(=O)(=O)C3=CC=CC(=C3)NC(=O)C4CNC4
1033,c 1 c c ( c c 2 c 1 c ( c c ( n 2 ) C ( = O ) N ) C ( = O ) N c 1 c ( n ( n c 1 C ( F ) ( F ) F ) C c 1 c c c ( c c 1 ) C ( C ) ( C ) C ) C ) F,33 48 80 114 140 158 309 310 318 354 364 377 378 381 392 486 493 549 572 580 644 650 684 699 751 795 807 809 836 847 855 863 875 935 937 946 970 1006 1057 1058 1079 1097 1106 1109 1120 1152 1171 1178 1218 1220 1339 1357 1380 1403 1410 1417 1425 1453 1487 1500 1556 1662 1665 1666 1670 1683 1722 1733 1750 1754 1765 1766 1816 1830 1855 1873 1917 1928 1956 1989 1991,CC1=C(C(=NN1CC2=CC=C(C=C2)C(C)(C)C)C(F)(F)F)NC(=O)C3=CC(=NC4=C3C=CC(=C4)F)C(=O)NC(C)(C)NC(=O)NCCl,CC1=C(C(=NN1CC2=CC=C(C=C2)C(C)(C)C)C(F)(F)F)NC(=O)C3=CC(=NC4=C3C=CC(=C4)F)C(=O)NC(C)(C)NC(=O)NCCl
1034,C C C O C 1 = C ( C = C ( C = C 1 ) C 2 C N 3 C ( = O ) C N ( C ( = O ) C 3 ( C 4 = C 2 C 5 = C C = C C = C 5 N 4 ) C ) C C 6 = C C = C ( C = C 6 ) O C ) O C,13 76 80 94 119 178 184 227 249 255 262 274 294 303 310 314 322 332 374 411 535 650 654 660 661 695 718 720 739 781 794 798 803 831 841 870 875 926 935 1019 1057 1060 1088 1089 1114 1119 1199 1220 1245 1274 1279 1299 1357 1368 1380 1413 1441 1443 1452 1496 1518 1536 1573 1648 1681 1683 1745 1750 1754 1765 1783 1803 1863 1873 1898 1946 1962 1970 1994,CCCOC1=C(C=C(C=C1)C2CN3C(=O)CN(C(=O)[C@@]3(C4=C2C5=CC=CC=C5N4)C)CC6=CC=C(C=C6)OC)OC,CCCOC1=C(C=C(C=C1)C2CN3C(=O)CN(C(=O)[C@@]3(C4=C2C5=CC=CC=C5N4)C)CC6=CC=C(C=C6)OC)OC
1035,C C 1 = C C = C C = C 1 [C@H] ( C 2 = C C = C C = C 2 ) S C 3 = N C = N C 4 = C 3 C = N N 4 C,1 10 32 43 116 179 209 235 237 267 378 389 489 569 581 649 680 738 771 785 804 885 935 995 1057 1076 1088 1094 1105 1114 1145 1157 1199 1220 1329 1357 1365 1369 1373 1380 1391 1439 1452 1507 1535 1581 1646 1660 1661 1696 1722 1750 1810 1852 1873 1999,CC1=CC=CC=C1C(C2=CC=CC=C2)N3NC=C(N3)N4C5=C(C=N4)C(=NC=N5)SC(C6=CC=CC=C6)C7=CC=CC=C7C,CC1=CC=CC=C1C(C2=CC=CC=C2)N3NC=C(N3)N4C5=C(C=N4)C(=NC=N5)SC(C6=CC=CC=C6)C7=CC=CC=C7C
1036,C 1 = C C = C ( C = C 1 ) C ( = O ) N N ( C C 2 = C C = C ( C = C 2 ) F ) C 3 = C ( C = C ( C ( = C 3 ) C # N ) C # N ) [N+] ( = O ) [O-],80 90 94 164 310 354 361 389 398 486 507 524 538 640 650 674 699 715 716 737 753 790 803 807 838 854 875 881 1048 1088 1128 1136 1147 1152 1195 1199 1380 1384 1385 1410 1543 1657 1665 1670 1750 1754 1850 1862 1866 1873 1917 1928 1963 1977 1985 2018 2020,C1=CC=C(C=C1)C(=O)NN(CC2=CC=C(C=C2)F)C3=C(C=C(C(=C3)C#N)C#N)[N+](=O)[O-],C1=CC=C(C=C1)C(=O)NN(CC2=CC=C(C=C2)F)C3=C(C=C(C(=C3)C#N)C#N)[N+](=O)[O-]
1037,C C C C ( = O ) N C C C 1 = C C 2 = C ( C = C 1 ) N ( C C C 2 ) C,6 41 80 104 128 197 254 294 310 363 473 484 521 556 597 650 667 794 807 828 875 899 926 935 955 1028 1057 1138 1145 1152 1156 1161 1219 1236 1243 1295 1357 1380 1384 1480 1507 1550 1564 1580 1589 1693 1738 1750 1753 1754 1784 1873 1915 1917 1958 2023,CCCC(=O)NCCC(=O)NCCC1=CC2=C(C=C1)N(CCC2)C,CCCC(=O)NCCC(=O)NCCC1=CC2=C(C=C1)N(CCC2)C
1038,C 1 C N ( C C 2 = C 1 N N = C 2 C C 3 = C C = C S 3 ) C C 4 = C N = C ( N = C 4 ) C 5 = C C = C O 5,14 35 74 80 121 196 241 326 361 378 383 417 452 465 474 541 592 596 656 675 676 754 787 819 885 926 935 982 1029 1036 1088 1101 1114 1138 1152 1182 1233 1251 1256 1279 1380 1385 1430 1452 1480 1526 1535 1567 1572 1589 1636 1681 1738 1750 1754 1765 1771 1777 1791 1805 1873 1891 1897 1915 1926 1941 1946 2004 2011,C1CN(CC2=C1NN=C2CC3=CC=CS3)CC4=CN=C(N=C4)C5=CC=CO5,C1CN(CC2=C1NN=C2CC3=CC=CS3)CC4=CN=C(N=C4)C5=CC=CO5
1039,C 1 C C C 2 = N C 3 = C C = C C = C 3 C ( = C 2 C 1 ) C ( = O ) O C C ( = O ) N C 4 = N C = C ( C = C 4 ) Br,41 54 80 82 85 122 145 147 154 167 231 276 289 310 315 343 361 375 378 389 529 535 586 594 650 695 712 728 807 909 926 967 1028 1060 1065 1088 1097 1099 1151 1152 1157 1199 1220 1290 1304 1312 1357 1380 1391 1428 1430 1452 1499 1535 1573 1631 1706 1738 1750 1816 1855 1873 1917 1948 1977 1997 2004 2019,C1CCC2=NC3=CC=CC=C3C(=C2C1)C(=O)OCC(=O)NC4=NC=C(C=C4)C(=O)CONC5=NC=C(C=C5)Br,C1CCC2=NC3=CC=CC=C3C(=C2C1)C(=O)OCC(=O)NC4=NC=C(C=C4)C(=O)CONC5=NC=C(C=C5)Br
1040,C [C@@H] ( C ( = O ) N C ) N S ( = O ) ( = O ) C 1 = C C 2 = C C = C C = C 2 C = C 1,1 14 57 79 191 192 198 203 283 319 322 345 350 472 478 502 573 598 650 715 766 771 807 843 875 961 989 1027 1046 1057 1087 1088 1152 1199 1380 1430 1476 1508 1585 1664 1750 1769 1855 1861 1873 1917 1941 1943,C[C@@H](C(=O)NC)NS(=O)(=O)C1=CC2=C(C=C1)C=C(C=C2)N[Se]C(C)C(=O)NC3=CC4=CC=CC=C4C=C3,C[C@@H](C(=O)NC)NS(=O)(=O)C1=CC2=C(C=C1)C=C(C=C2)N[Se]C(C)C(=O)NC3=CC4=CC=CC=C4C=C3
1041,C C 1 = C C ( = C ( C = C 1 ) C ( = O ) O ) S C [C@@H] ( C ( = O ) O ) N,1 67 80 90 116 222 235 341 353 389 456 546 549 592 650 731 786 807 820 849 875 877 1013 1025 1047 1057 1093 1171 1287 1361 1366 1380 1412 1427 1531 1722 1723 1730 1750 1823 1844 1849 1873 1917 1991 1996 2021,CC1=CC(=C(C=C1)C(=O)O)SCC(C(CSC2=C(C=CC(=C2)C)C(=O)O)C(=O)O)C(=O)SCC(C(=O)O)N,CC1=CC(=C(C=C1)C(=O)O)SCC(C(CSC2=C(C=CC(=C2)C)C(=O)O)C(=O)O)C(=O)SCC(C(=O)O)N
1042,C C ( = C ) C N C C N,80 167 257 366 541 667 807 978 981 1004 1017 1022 1057 1152 1171 1197 1296 1320 1366 1440 1536 1760 1840 1911 2034,CC(=C)CNCCN[Si]CNCCNCCN,CC(=C)CNCCN[Si]CNCCNCCN
1043,O ( C C 1 c 2 c ( c c c c 2 ) c 2 c 1 c c c c 2 ) C ( = O ) N [C@H] ( C ( = O ) N [C@H] ( C ( = O ) c 1 s c 2 c ( n 1 ) c c c c 2 ) C C C N C ( = N ) N ) C c 1 c c c c c 1,1 79 80 105 113 116 117 140 147 150 156 162 197 289 301 352 365 371 378 386 389 431 461 500 557 573 623 643 650 667 675 695 708 736 739 807 857 885 894 905 932 980 983 984 1019 1027 1046 1066 1088 1097 1104 1110 1136 1152 1171 1199 1297 1342 1359 1376 1380 1390 1393 1401 1451 1476 1613 1616 1618 1705 1750 1754 1758 1855 1873 1876 1911 1917 1972 1977 2006 2016,O(CC1c2c(cccc2)c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)c1sc2c(n1)cccc2)CCCNC(=N)N)Cc1ccccc1,O(CC1c2c(cccc2)c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)c1sc2c(n1)cccc2)CCCNC(=N)N)Cc1ccccc1
1044,C C ( C ) O C ( = O ) C C N 1 C C 1,1 7 69 74 80 123 283 299 580 585 640 650 695 735 807 873 926 935 1057 1077 1107 1124 1145 1386 1441 1480 1482 1546 1564 1791 1917 1978,CC(C)OC(=O)CCN1CCN(CC1)CCN2CCN(CC2)CCC(=O)OC(C)OC(=O)CCN3CCN(CC3)CCC(=O)OC(C)C,CC(C)OC(=O)CCN1CCN(CC1)CCN2CCN(CC2)CCC(=O)OC(C)OC(=O)CCN3CCN(CC3)CCC(=O)OC(C)C
1045,C C 1 = C ( C = C ( C = C 1 ) C ( = O ) N C 2 C C 2 ) C 3 = C C 4 = C ( C = C 3 ) C ( = O ) N ( C = C 4 ) C C 5 = C C = C ( C = C 5 ) C 6 = C C N ( C C 6 ) C ( = O ) O C ( C ) ( C ) C,9 46 80 114 121 156 157 162 204 231 296 310 314 316 338 352 387 392 422 486 494 504 526 650 667 695 807 836 875 894 896 926 928 935 1015 1019 1033 1057 1065 1101 1152 1160 1249 1257 1275 1286 1287 1325 1333 1347 1357 1380 1385 1391 1455 1476 1479 1480 1484 1520 1530 1540 1545 1574 1634 1655 1679 1683 1691 1697 1722 1733 1738 1750 1754 1765 1781 1785 1823 1839 1855 1859 1873 1917 2009 2035,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC4=C(C=C3)C(=O)N(C=C4)CC5=CC=C(C=C5)C6=CCN(CC6)C(=O)OC(C)(C)C,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC4=C(C=C3)C(=O)N(C=C4)CC5=CC=C(C=C5)C6=CCN(CC6)C(=O)OC(C)(C)C
1046,C O C 1 = C C = C ( C = C 1 ) C 2 = N N = C 3 N 2 C ( = O ) C C ( S 3 ) C 4 = C C = C C = C 4,98 111 175 189 231 271 314 319 322 337 378 389 490 510 614 625 650 675 695 718 781 798 831 841 896 926 935 1019 1057 1088 1133 1160 1164 1191 1199 1227 1279 1380 1420 1443 1508 1536 1568 1643 1663 1665 1674 1696 1722 1748 1750 1840 1873 1896 1933 1993 1999,COC1=CC=C(C=C1)C2=NN=C3N2C=CN4C(S3)SC5=C4SC(C5)C6=CC=CC=C6,COC1=CC=C(C=C1)C2=NN=C3N2C=CN4C(S3)SC5=C4SC(C5)C6=CC=CC=C6
1047,C C O C ( = O ) C 1 = C ( O C ( = N 1 ) / C = C / C 2 = C C = C C = C 2 Cl ) C,80 94 116 145 147 241 294 320 366 378 441 490 561 650 656 694 695 759 807 832 835 844 888 909 948 961 974 997 1057 1088 1097 1162 1174 1195 1199 1221 1238 1268 1275 1279 1345 1348 1367 1380 1604 1609 1635 1683 1688 1722 1750 1770 1855 1873 1908 1917 1996,CCOC(=O)C1=C(OC(=N1)/C=C/C2=CC=CC=C2Cl)SOC(=O)/C(=C\C)/C3=C(OC(=N3)/C=C/C4=CC=CC=C4Cl)C,CCOC(=O)C1=C(OC(=N1)/C=C/C2=CC=CC=C2Cl)SOC(=O)/C(=C\C)/C3=C(OC(=N3)/C=C/C4=CC=CC=C4Cl)C
1048,C C C 1 = N C 2 = C C = C C = C 2 C ( = C 1 C ( = O ) O C C 3 = N N = C ( O 3 ) C 4 = C ( O C ( = C 4 ) C ) C ) C,54 80 98 145 147 195 234 252 289 294 300 352 378 389 394 425 477 544 586 650 656 695 722 745 807 835 863 870 875 912 917 931 1047 1057 1088 1097 1134 1158 1164 1165 1199 1357 1380 1384 1546 1569 1573 1578 1604 1636 1649 1679 1720 1722 1742 1750 1794 1799 1855 1873 1876 1897 1917 2009,CCC1=NC2=CC=CC=C2C(=C1C(=O)OCC3=NN=C(O3)C4=C(OC(=C4)C)C)C,CCC1=NC2=CC=CC=C2C(=C1C(=O)OCC3=NN=C(O3)C4=C(OC(=C4)C)C)C
1049,C C ( C ) [C@H] 1 C O [C@] 2 ( N 1 C ( = O ) C = C 2 ) C,1 125 253 283 305 314 401 547 548 553 606 650 656 787 852 899 926 935 953 972 1017 1019 1030 1057 1060 1069 1074 1126 1224 1258 1267 1274 1351 1380 1460 1557 1600 1692 1873 1885 1899 1923 2017,CC(C)[C@H]1CO[C@]23N1C(=O)C=C[C@]2(C=CC(=O)N4[C@H]3C(CO4)(C)C)C,CC(C)[C@H]1CO[C@]23N1C(=O)C=C[C@]2(C=CC(=O)N4[C@H]3C(CO4)(C)C)C
1050,C 1 C N ( C C C 1 C C 2 = C C = C C = C 2 ) C C C N ( C 3 = C C ( = C ( C = C 3 ) Cl ) Cl ) C ( = O ) C 4 C C N ( C C 4 ) C ( = O ) C 5 = C C = C C = N 5,29 49 57 80 113 137 233 365 366 378 389 424 448 458 471 552 561 573 632 650 652 653 666 783 800 807 855 872 874 875 881 893 915 926 935 942 955 960 974 983 985 1019 1066 1088 1096 1145 1155 1157 1199 1261 1270 1325 1335 1348 1362 1380 1402 1452 1456 1480 1482 1484 1504 1526 1554 1572 1630 1683 1750 1754 1791 1822 1824 1837 1866 1873 1896 1911 1917 1951 2009 2014,C1CN(CCC1CC2=CC=CC=C2)CCCN(C3=CC(=C(C=C3)Cl)Cl)C(=O)C4CCN(CC4)CCC[Se]C5CCN(CC5)C(=O)C6=CC=CC=N6,C1CN(CCC1CC2=CC=CC=C2)CCCN(C3=CC(=C(C=C3)Cl)Cl)C(=O)C4CCN(CC4)CCC[Se]C5CCN(CC5)C(=O)C6=CC=CC=N6
1051,C ( C C # C C Br ) C C # N,1 80 112 143 151 244 251 320 413 506 531 674 728 790 820 887 1068 1083 1089 1150 1271 1321 1384 1501 1911,C(CC#CCBr)C[Sn](CCCC#CCBr)(CCCC#N)C([Sn](CCCC#CCBr)(CCCC#N)CCCC#N)[Sn](CCCC#N)(CC#CCBr)CC#N,C(CC#CCBr)C[Sn](CCCC#CCBr)(CCCC#N)C([Sn](CCCC#CCBr)(CCCC#N)CCCC#N)[Sn](CCCC#N)(CC#CCBr)CC#N
1052,C C C C C C ( C C 1 = C C = C ( C = C 1 ) / C ( = N / N = C / C 2 = C C = C C = C 2 C C ) / C 3 = C C = C C = C 3 ) F,1 19 36 44 63 79 80 294 310 369 389 422 440 441 486 524 591 610 629 650 694 725 739 794 807 857 864 961 1050 1057 1088 1199 1279 1283 1345 1349 1380 1385 1444 1597 1619 1697 1703 1750 1754 1764 1783 1799 1873 1878 1886 1904 1911 1919 1928 1985,CCCCCC(CC1=CC=C(C=C1)/C(=N/N=C/C2=CC=CC=C2CC)/C3=CC=C(C=C3)CC(CCCCC)F)F,CCCCCC(CC1=CC=C(C=C1)/C(=N/N=C/C2=CC=CC=C2CC)/C3=CC=C(C=C3)CC(CCCCC)F)F
1053,C C ( C ) ( C ) N C ( = O ) C O C 1 = C ( C = C ( C = C 1 Cl ) Cl ) C N C 2 = C ( C = C C ( = C 2 ) C ( = O ) O ) Cl,41 80 81 84 114 192 194 216 238 255 333 354 366 389 392 456 510 522 561 563 603 630 650 666 695 777 794 807 819 824 827 841 875 1057 1131 1134 1138 1152 1209 1224 1249 1349 1380 1385 1416 1422 1435 1452 1481 1559 1682 1683 1697 1747 1750 1754 1873 1917 1955 2004 2045,CC(C)(C)NC(=O)COC1=C(C=C(C=C1Cl)Cl)CNC2=C(C=CC(=C2)C(=O)O)Cl,CC(C)(C)NC(=O)COC1=C(C=C(C=C1Cl)Cl)CNC2=C(C=CC(=C2)C(=O)O)Cl
1054,C C C C C C C C C C ( C ( [C@H] ( C ) C ( = O ) C C ) O ) [Se] C 1 = C C = C C = C 1,1 37 57 80 153 177 183 227 283 294 359 360 371 389 440 447 458 530 554 591 601 650 657 705 737 739 794 795 807 829 831 881 898 937 1057 1088 1092 1143 1199 1283 1288 1380 1444 1498 1538 1688 1750 1779 1832 1873 1911 1917,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C(C(C)C(=O)CC)N(C(=O)C(C)[Se]C1=CC=CC=C1)C(=O)CC)O,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C(C(C)C(=O)CC)N(C(=O)C(C)[Se]C1=CC=CC=C1)C(=O)CC)O
1055,C C ( = O ) N C 1 = C C 2 = C ( C = C 1 ) N = C ( N 2 C ) C C N C ( = O ) C 3 = C C = C C = C 3,0 8 20 45 80 183 184 191 197 245 265 318 357 359 378 389 486 515 530 564 650 667 807 819 828 843 849 875 925 934 935 961 967 1017 1057 1088 1097 1120 1145 1152 1199 1243 1313 1331 1380 1385 1424 1665 1750 1816 1855 1856 1866 1873 1917 1936 1985,CC(=O)NC1=CC2=C(C=C1)N=C(N2C)CCNC(=O)C3=CC4=C(C=C3)N=C(N4C)CCNC(=O)C5=CC=CC=C5,CC(=O)NC1=CC2=C(C=C1)N=C(N2C)CCNC(=O)C3=CC4=C(C=C3)N=C(N4C)CCNC(=O)C5=CC=CC=C5
1056,C 1 C C C ( C C 1 ) C 2 = C ( C = N C 3 = C ( C = N N 2 3 ) C ( = O ) N [C@@H] ( C C 4 = C N C 5 = C C = C C = C 5 4 ) C ( = O ) O ) C 6 = C C = C C = C 6,1 2 43 46 79 80 89 117 119 222 322 328 347 352 364 378 389 412 424 464 486 648 650 736 743 806 807 846 851 873 890 926 935 968 1019 1028 1067 1088 1114 1150 1152 1160 1199 1231 1325 1336 1349 1357 1380 1429 1435 1452 1456 1464 1520 1535 1573 1589 1607 1624 1696 1703 1750 1783 1815 1844 1860 1873 1879 1887 1917 1937 1943 1970 1991 2000,C1CCC(CC1)C2=C(C=NC3=C(C=NN23)C(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)O)C6=CC=CC=C6,C1CCC(CC1)C2=C(C=NC3=C(C=NN23)C(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)O)C6=CC=CC=C6
1057,C 1 C C C ( C C 1 ) N C ( = O ) N C ( = O ) C N 2 C C N ( C C 2 ) C ( = O ) N 3 C C O C C 3,2 11 41 74 80 116 141 244 277 387 428 520 523 623 650 656 718 807 890 926 930 935 950 953 1015 1018 1019 1028 1089 1114 1119 1124 1152 1238 1312 1325 1339 1405 1441 1480 1589 1604 1634 1655 1659 1780 1791 1812 1839 1917 1920 1940 1979 1989 2009 2038,C1CCC(CC1)NC(=O)NC(=O)CN2CCN(CC2)C(=O)N3CCN(CC3)CSCN4CCN(CC4)C(=O)N5CCOCC5,C1CCC(CC1)NC(=O)NC(=O)CN2CCN(CC2)C(=O)N3CCN(CC3)CSCN4CCN(CC4)C(=O)N5CCOCC5
1058,C C 1 = C ( C 2 = C ( S 1 ) N = C N ( C 2 = O ) / N = C / C 3 = C C ( = C ( C ( = C 3 ) O C ) O C ) O C ) C 4 = C C = C C = C 4,138 162 174 198 249 282 313 314 328 333 336 356 378 389 397 504 511 624 650 675 694 695 725 726 736 818 841 864 875 932 935 1049 1057 1088 1146 1160 1182 1199 1379 1380 1438 1452 1488 1536 1599 1722 1747 1750 1792 1806 1828 1839 1873 1892 1970 1984 2033,CC1=C(C2=C(S1)N=CN(C2=O)/N=C\C3=CC(=C(C(=C3)OC)OC)OC)C4=CC=CC=C4,CC1=C(C2=C(S1)N=CN(C2=O)/N=C\C3=CC(=C(C(=C3)OC)OC)OC)C4=CC=CC=C4
1059,C 1 = C C = C ( C ( = C 1 ) N C C C N ) Br,57 80 208 667 728 833 899 981 993 1088 1152 1171 1199 1224 1380 1395 1416 1517 1631 1696 1750 1801 1840 1873 1911 1972,C1=CC=C(C(=C1)NCCCN)NCCCN,C1=CC=C(C(=C1)NCCCN)NCCCN
1060,C C O C ( = O ) C 1 = N C = C 2 C = C S C 2 = C 1,14 80 145 147 171 294 378 477 554 650 675 695 701 702 723 759 770 807 855 875 876 885 915 921 1057 1184 1238 1380 1417 1452 1479 1482 1529 1535 1567 1722 1750 1803 1808 1855 1873 1895 1910 1917 1985,CCOC(=O)C1=NC=C2C=NC(=CC2=C1)C(=O)OCC,CCOC(=O)C1=NC=C2C=NC(=CC2=C1)C(=O)OCC
1061,C C O C 1 = C C = C ( C = C 1 ) N C ( = S ) N 2 C C C C C [C@@H] 2 C 3 = C C = C N 3 C,2 8 25 26 69 80 95 97 102 110 136 172 191 193 231 237 242 266 294 322 323 347 364 510 688 695 709 718 807 843 863 890 894 926 935 942 1019 1028 1056 1057 1058 1077 1088 1101 1145 1152 1185 1238 1312 1325 1380 1384 1409 1452 1480 1515 1605 1651 1667 1738 1750 1816 1873 1998,CCOC1=CC=C(C=C1)NC(=S)N2CCCCCC2C3=CC=CN3C4CCCCN4C(=S)NC5=CC=C(C=C5)OCC,CCOC1=CC=C(C=C1)NC(=S)N2CCCCCC2C3=CC=CN3C4CCCCN4C(=S)NC5=CC=C(C=C5)OCC
1062,C 1 = C C = C ( C = C 1 ) C O C 2 = C C = C ( C = C 2 ) N C ( = O ) C O C 3 = C 4 C ( = C S C 4 = N C = N 3 ) C 5 = C C = C C = C 5,41 80 102 107 167 191 192 220 222 280 322 352 378 389 401 444 464 489 510 511 528 552 650 654 675 695 718 736 745 770 807 843 898 901 956 1015 1023 1066 1077 1088 1106 1152 1153 1160 1199 1281 1348 1370 1380 1452 1506 1519 1567 1654 1750 1754 1810 1816 1873 1917 1984 2004 2042,C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)C[NH2+]C3=C4C(=CSC4=NC=N3)C5=CC=CC=C5,C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)C[NH2+]C3=C4C(=CSC4=NC=N3)C5=CC=CC=C5
1063,C C C 1 = C C = C C = C 1 C C 2 = N C C N 2,49 80 89 222 279 294 305 313 378 416 516 650 665 671 881 926 950 986 1013 1049 1057 1061 1079 1088 1114 1199 1209 1349 1380 1430 1531 1581 1597 1720 1725 1750 1799 1860 1866 1873 1896 2038 2041,CCC1=CC=CC=C1CC2=NCCNC(=NCCN2)C3=NCCN3,CCC1=CC=CC=C1CC2=NCCNC(=NCCN2)C3=NCCN3
1064,C [C@H] 1 [C@@H] ( [C@H] ( O [C@@] 1 2 C 3 = C ( C = C C ( = C 3 ) N 4 C ( = O ) C O C 5 = C C = C C = C 5 4 ) N ( C 2 = O ) C C = C ) C C N 6 C = C ( N = N 6 ) [C@@H] ( C 7 = C C = C C = C 7 ) O ) [Si] ( C ) ( C ) O,1 19 79 80 141 156 223 227 233 255 314 336 378 389 396 422 441 459 464 493 501 520 522 588 609 610 620 629 650 656 694 747 781 783 798 807 812 832 840 862 875 919 926 935 940 946 959 973 994 1010 1019 1055 1056 1057 1060 1070 1088 1099 1141 1145 1164 1197 1199 1227 1244 1262 1270 1295 1309 1322 1347 1365 1366 1380 1393 1420 1427 1480 1481 1503 1581 1623 1645 1647 1686 1708 1750 1783 1801 1820 1821 1825 1846 1873 1905 1915 1917 1980 2014 2038 2044,C[C@H]1[C@@H]([C@H](O[C@@]12C3=C(C=CC(=C3)N4C(=O)COC5=CC=CC=C54)N(C2=O)CC=C)CCN6C=C(N=N6)[C@@H](C7=CC=CC=C7)O)[Si](C)(C)O,C[C@H]1[C@@H]([C@H](O[C@@]12C3=C(C=CC(=C3)N4C(=O)COC5=CC=CC=C54)N(C2=O)CC=C)CCN6C=C(N=N6)[C@@H](C7=CC=CC=C7)O)[Si](C)(C)O
1065,C O C C C 1 = C C = C ( C = C 1 ) O C 2 C C C C C C C 2 N,2 13 80 102 184 310 322 362 401 486 524 695 708 718 798 841 890 926 1005 1018 1019 1028 1044 1045 1057 1078 1101 1171 1243 1250 1257 1325 1380 1409 1551 1750 1754 1808 1832 1873 1893 1932 1952 1988 2023,COCCC1=CC=C(C=C1)OC2CCCCCC2N,COCCC1=CC=C(C=C1)OC2CCCCCC2N
